team_id,1_player,2_player,3_player,4_player,5_player,prpg!,dprpg,bpm,obpm,dbpm
2024 Connecticut,Tristen Newton,Cam Spencer,Stephon Castle,Alex Karaban,Donovan Clingan,23,19.5,47.1,31.2,19.5
2015 Kentucky,Andrew Harrison,Aaron Harrison,Trey Lyles,Willie Cauley-Stein,Karl-Anthony Towns,14.2,20.6,45,21.2,22.5
2015 Wisconsin,Bronson Koenig,Josh Gasser,Nigel Hayes,Sam Dekker,Frank Kaminsky,24.2,21.4,44.9,32.7,18.3
2024 Houston,Jamal Shead,L.J. Cryer,Emanuel Sharp,J'Wan Roberts,Ja'Vier Francis,17.8,21.9,44.7,21.9,22.6
2021 Gonzaga,Jalen Suggs,Andrew Nembhard,Joel Ayayi,Corey Kispert,Drew Timme,23.4,19.1,44.3,31,20.4
2019 Gonzaga,Josh Perkins,Zach Norvell Jr.,Corey Kispert,Rui Hachimura,Brandon Clarke,21,20.5,43.5,28.4,18.8
2019 Duke,Tre Jones,R.J. Barrett,Cam Reddish,Javin DeLaurier,Zion Williamson,18.5,21.6,41.4,22.3,13.9
2016 Michigan St.,Denzel Valentine,Bryn Forbes,Eron Harris,Deyonta Davis,Matt Costello,19.1,16.4,40.8,30,9.9
2018 Villanova,Jalen Brunson,Phil Booth,Mikal Bridges,Eric Paschall,Omari Spellman,22.6,18.2,40.6,28.7,12.9
2016 North Carolina,Joel Berry II,Marcus Paige,Justin Jackson,Brice Johnson,Kennedy Meeks,18.1,18.3,39.8,26.2,18.1
2015 Utah,Delon Wright,Brandon Taylor,Dakarai Tucker,Jordan Loveridge,Jakob Poeltl,16.2,19.3,39.3,23.2,17.8
2015 Duke,Tyus Jones,Quinn Cook,Matt Jones,Justise Winslow,Jahlil Okafor,19.9,19,38.2,26.2,12.6
2023 Houston,Jamal Shead,Marcus Sasser,Tramon Mark,J'Wan Roberts,Jarace Walker,17.5,22.2,38.2,20.7,19
2019 Virginia,Kihei Clark,Kyle Guy,Ty Jerome,De'Andre Hunter,Mamadi Diakite,18.7,20.6,37.9,22.1,20.2
2019 Michigan St.,Cassius Winston,Matt McQuaid,Aaron Henry,Kenny Goins,Xavier Tillman,17.6,18.6,37.7,21.3,16.4
2024 Auburn,Aden Holloway,Denver Jones,Chad Baker-Mazara,Jaylin Williams,Johni Broome,14.8,15.2,37.7,24.9,16.7
2017 Gonzaga,Nigel Williams-Goss,Josh Perkins,Jordan Matthews,Johnathan Williams,Przemek Karnowski,14.5,20.3,37.4,18.8,18.3
2017 North Carolina,Joel Berry II,Theo Pinson,Justin Jackson,Isaiah Hicks,Kennedy Meeks,18.2,17.7,37.4,23.8,14.3
2016 Villanova,Jalen Brunson,Ryan Arcidiacono,Josh Hart,Kris Jenkins,Daniel Ochefu,17.1,19.2,37.3,23.4,17.5
2015 North Carolina,Marcus Paige,J.P. Tokoto,Justin Jackson,Brice Johnson,Kennedy Meeks,16.2,18.3,37.1,24.1,15.8
2017 SMU,Shake Milton,Jarrey Foster,Sterling Brown,Semi Ojeleye,Ben Moore,22,21.2,37,24.4,19.8
2016 Virginia,London Perrantes,Devon Hall,Malcolm Brogdon,Isaiah Wilkins,Anthony Gill,17.3,18.4,36.9,22.1,12.3
2018 Purdue,Carsen Edwards,P.J. Thompson,Dakota Mathias,Vincent Edwards,Isaac Haas,21.2,18.3,36.9,27.2,14.3
2021 Houston,DeJon Jarreau,Marcus Sasser,Quentin Grimes,Reggie Chaney,Justin Gorham,18.7,18.1,36.8,23.3,12.4
2023 Alabama,Jahvon Quinerly,Mark Sears,Brandon Miller,Noah Clowney,Charles Bediako,15.1,18.6,36.8,18.7,17.9
2016 Kansas,Frank Mason III,Devonte' Graham,Wayne Selden Jr.,Perry Ellis,Landen Lucas,18.3,19.1,36.3,22.5,18.7
2015 Arizona,T.J. McConnell,Stanley Johnson,Rondae Hollis-Jefferson,Brandon Ashley,Kaleb Tarczewski,14.9,22.4,36.2,17.1,19.5
2018 Cincinnati,Justin Jenifer,Jarron Cumberland,Jacob Evans III,Gary Clark,Kyle Washington,14.4,20,35.9,16.5,20.9
2018 Duke,Trevon Duval,Grayson Allen,Gary Trent Jr.,Marvin Bagley III,Wendell Carter Jr.,21.9,20,35.7,23.9,18.5
2019 Texas Tech,Matt Mooney,Davide Moretti,Brandone Francis,Jarrett Culver,Tariq Owens,14.8,21.7,35.7,15,23.9
2020 Gonzaga,Ryan Woolridge,Joel Ayayi,Corey Kispert,Killian Tillie,Filip Petrusev,18.9,17.7,35.6,25.3,14.7
2023 Connecticut,Tristen Newton,Jordan Hawkins,Andre Jackson Jr.,Alex Karaban,Adama Sanogo,18.1,18.1,35.6,22.8,14.7
2024 Purdue,Braden Smith,Lance Jones,Fletcher Loyer,Trey Kaufman-Renn,Zach Edey,19.3,17.4,35.6,23.7,12.8
2016 Kentucky,Tyler Ulis,Isaiah Briscoe,Jamal Murray,Derek Willis,Marcus Lee,18.8,16.9,35.4,25.9,14.2
2018 Michigan St.,Cassius Winston,Joshua Langford,Miles Bridges,Nick Ward,Jaren Jackson Jr.,17.8,17.1,35.3,22.8,15.5
2020 Louisville,David Johnson,Ryan McMahon,Dwayne Sutton,Jordan Nwora,Malik Williams,16.1,15.7,35.2,23.2,16
2015 Michigan St.,Travis Trice,Bryn Forbes,Denzel Valentine,Branden Dawson,Matt Costello,16.2,18.3,35.1,22.8,12.9
2017 Kentucky,De'Aaron Fox,Malik Monk,Isaiah Briscoe,Derek Willis,Edrice Adebayo,17.4,19.1,35.1,20.7,14.3
2020 Kansas,Devon Dotson,Marcus Garrett,Isaiah Moss,Ochai Agbaji,Udoka Azubuike,17.2,21.9,35.1,17.5,17
2015 Wichita St.,Fred VanVleet,Tekele Cotton,Evan Wessel,Ron Baker,Darius Carter,15.5,18.9,34.9,22.1,17.5
2015 Gonzaga,Kevin Pangos,"Gary Bell, Jr.",Byron Wesley,Kyle Wiltjer,Przemek Karnowski,17.3,18.4,34.7,23.8,18.8
2017 Wichita St.,Landry Shamet,Conner Frankamp,Zach Brown,Markis McDuffie,Shaquille Morris,13.9,15.5,34.6,20.8,15.5
2020 Baylor,Davion Mitchell,Jared Butler,MaCio Teague,Mark Vital,Freddie Gillespie,15.9,21.2,34.6,16.7,14.3
2019 Purdue,Carsen Edwards,Ryan Cline,Nojel Eastern,Grady Eifert,Matt Haarms,19.9,16.5,34.6,23.5,13.3
2016 Oklahoma,Jordan Woodard,Isaiah Cousins,Buddy Hield,Khadeem Lattin,Ryan Spangler,18.6,19.9,34.4,20.5,9.2
2018 Texas Tech,Keenan Evans,Jarrett Culver,Zhaire Smith,Niem Stevenson,Justin Gray,14.7,17.5,34.4,17.9,16.2
2021 Baylor,Davion Mitchell,Jared Butler,MaCio Teague,Mark Vital,Flo Thamba,18.8,16.8,34.4,22.4,11.2
2021 Alabama,Jaden Shackelford,John Petty Jr.,Keon Ellis,Herbert Jones,Jordan Bruner,12.6,17,34.2,14.8,17.8
2024 Arizona,Kylan Boswell,Caleb Love,Pelle Larsson,Keshad Johnson,Oumar Ballo,17.2,18.5,34.2,21.5,14
2019 Michigan,Zavier Simpson,Jordan Poole,Charles Matthews,Ignas Brazdeikis,Jon Teske,16.3,23.5,34.2,15.3,20.8
2022 Tennessee,Zakai Zeigler,Kennedy Chandler,Santiago Vescovi,Josiah-Jordan James,John Fulkerson,14.5,19.3,34.1,14.8,19
2019 North Carolina,Coby White,Kenny Williams,Cameron Johnson,Garrison Brooks,Luke Maye,17.5,18.8,34,21.3,12
2021 USC,Tahj Eaddy,Isaiah White,Drew Peterson,Isaiah Mobley,Evan Mobley,17.2,18.9,33.9,18.6,15.9
2015 Baylor,Kenny Chery,Lester Medford,Royce O'Neale,Taurean Prince,Rico Gathers,16.1,20,33.6,21.3,16.3
2024 Marquette,Tyler Kolek,Stevie Mitchell,Kam Jones,David Joplin,Oso Ighodaro,18.8,18.4,33.6,21.1,12.5
2019 Kentucky,Ashton Hagans,Tyler Herro,Keldon Johnson,PJ Washington,Reid Travis,17.3,19.8,33.6,19.3,17
2017 Kansas,Frank Mason III,Devonte' Graham,Sviatoslav Mykhailiuk,Josh Jackson,Landen Lucas,19.3,19,33.5,22.4,12.9
2024 Duke,Jeremy Roach,Jared McCain,Tyrese Proctor,Mark Mitchell,Kyle Filipowski,19.7,18.3,33.5,22.7,13.4
2024 Tennessee,Zakai Zeigler,Santiago Vescovi,Dalton Knecht,Josiah-Jordan James,Jonas Aidoo,14.8,20.2,33.1,15.7,14.6
2017 West Virginia,Tarik Phillip,Jevon Carter,Esa Ahmad,Nathan Adrian,Elijah Macon,13.1,18.5,32.9,15.7,18
2020 Dayton,Rodney Chatman,Jalen Crutcher,Trey Landers,Ryan Mikesell,Obi Toppin,17.5,18.3,32.9,20.8,12.1
2017 Purdue,P.J. Thompson,Dakota Mathias,Ryan Cline,Vincent Edwards,Caleb Swanigan,16.6,18.7,32.8,19.2,17
2017 Duke,Frank Jackson,Matt Jones,Luke Kennard,Jayson Tatum,Amile Jefferson,19.3,19.9,32.7,21.4,12.9
2018 North Carolina,Joel Berry II,Kenny Williams,Theo Pinson,Cameron Johnson,Luke Maye,20.3,18.2,32.7,23.2,13.9
2015 Villanova,Dylan Ennis,Ryan Arcidiacono,Darrun Hilliard,JayVaughn Pinkston,Daniel Ochefu,15.7,19.3,32.4,18.9,13.2
2018 Virginia,Ty Jerome,Kyle Guy,Devon Hall,Isaiah Wilkins,Jack Salt,14,22,32.4,12,16.2
2018 Ohio St.,C.J. Jackson,Kam Williams,Jae'Sean Tate,Keita Bates-Diop,Kaleb Wesson,17.2,17.5,32.3,21.2,15.7
2018 Kansas,Devonte' Graham,Malik Newman,Lagerald Vick,Sviatoslav Mykhailiuk,Udoka Azubuike,20.8,18.9,32.3,23.3,12.1
2019 Tennessee,Jordan Bone,Lamonte Turner,Jordan Bowden,Admiral Schofield,Grant Williams,20.5,18.2,32.2,24,11.7
2022 Gonzaga,Andrew Nembhard,Rasir Bolton,Julian Strawther,Drew Timme,Chet Holmgren,19.7,19.5,32.1,26,19.1
2017 Wisconsin,Bronson Koenig,Zak Showalter,Vitto Brown,Nigel Hayes,Ethan Happ,14.9,19.5,32,16.9,17
2021 Florida St.,M.J. Walker,Anthony Polite,Scottie Barnes,Raiquan Gray,Balsa Koprivica,15.2,15.2,32,19,13
2022 Houston,Jamal Shead,Kyler Edwards,Taze Moore,Fabian White Jr.,Josh Carlton,17.8,19.7,31.9,21.2,17.9
2021 Illinois,Trent Frazier,Adam Miller,Ayo Dosunmu,Jacob Grandison,Kofi Cockburn,16.5,17.7,31.8,19.1,13.3
2015 Virginia,London Perrantes,Malcolm Brogdon,Evan Nolte,Anthony Gill,Darion Atkins,12.1,20.9,31.7,11.6,22.9
2017 Oregon,Payton Pritchard,Dylan Ennis,Tyler Dorsey,Dillon Brooks,Jordan Bell,15.5,18.6,31.7,19.2,16.8
2023 Purdue,Braden Smith,Fletcher Loyer,Brandon Newman,Mason Gillis,Zach Edey,17.4,16.6,31.7,20.5,12.8
2015 Oklahoma,Jordan Woodard,Isaiah Cousins,Buddy Hield,Ryan Spangler,TaShawn Thomas,14.2,23,31.4,15.2,15.7
2016 Vanderbilt,Wade Baldwin IV,Matthew Fisher-Davis,Jeff Roberson,Damian Jones,Luke Kornet,14.8,18.4,31.3,16.8,14.6
2024 Gonzaga,Ryan Nembhard,Nolan Hickman,Anton Watson,Ben Gregg,Graham Ike,18.6,17.4,31.3,22.3,11.1
2024 Illinois,Marcus Domask,Ty Rodgers,Terrence Shannon Jr.,Quincy Guerrier,Coleman Hawkins,20.1,16.1,31.3,24.3,10.1
2023 Tennessee,Santiago Vescovi,Jahmai Mashack,Josiah-Jordan James,Olivier Nkamhoua,Jonas Aidoo,10.3,19,31.2,9.1,21.4
2024 Creighton,Steven Ashworth,Trey Alexander,Baylor Scheierman,Mason Miller,Ryan Kalkbrenner,21.1,19.2,31.1,20.7,12.2
2017 Cincinnati,Troy Caupain,Kevin Johnson,Jacob Evans III,Gary Clark,Kyle Washington,15.1,19.6,31,17,16.1
2017 Florida,Kasey Hill,KeVaughn Allen,Justin Leon,Devin Robinson,Kevarrius Hayes,12.2,17,31,14.1,17.7
2017 Arizona,Kadeem Allen,Allonzo Trier,Rawle Alkins,Lauri Markkanen,Dusan Ristic,17.9,18.5,30.9,21.9,16
2017 Saint Mary's,Emmett Naar,Joe Rahon,Calvin Hermanson,Dane Pineau,Jock Landale,17.3,19.2,30.9,17.9,9.9
2024 Kentucky,Reed Sheppard,Rob Dillingham,Antonio Reeves,Tre Mitchell,Zvonimir Ivisic,17.6,12.7,30.8,24.4,7.5
2021 Michigan,Mike Smith,Eli Brooks,Franz Wagner,Brandon Johns Jr.,Hunter Dickinson,16.1,17.7,30.8,15,14.7
2016 Wichita St.,Fred VanVleet,Ron Baker,Evan Wessel,Zach Brown,Shaquille Morris,11,16.2,30.8,12.5,16.9
2016 Duke,Grayson Allen,Luke Kennard,Matt Jones,Brandon Ingram,Marshall Plumlee,21.2,17.9,30.5,23.8,10.6
2022 Kansas,Dajuan Harris Jr.,Ochai Agbaji,Christian Braun,Jalen Wilson,David McCormack,19,18.1,30.4,21.7,12.6
2017 Louisville,Quentin Snider,Donovan Mitchell,Deng Adel,Jaylen Johnson,Mangok Mathiang,15.1,18.6,30.4,18.2,13.3
2018 West Virginia,Jevon Carter,Daxter Miles Jr.,Wesley Harris,Esa Ahmad,Sagaba Konate,15.9,18,30.3,17.6,14.5
2017 South Carolina,PJ Dozier,Duane Notice,Sindarius Thornwell,Chris Silva,Maik Kotsar,11.8,20.1,30.3,11.6,14.6
2017 Villanova,Jalen Brunson,Donte DiVincenzo,Josh Hart,Kris Jenkins,Eric Paschall,19,18.9,30.2,19.4,11.9
2021 Iowa,Jordan Bohannon,CJ Fredrick,Connor McCaffery,Joe Wieskamp,Luka Garza,19.1,13.9,30.2,24.6,10.8
2024 Iowa St.,Keshon Gilbert,Tamin Lipsey,Milan Momcilovic,Tre King,Robert Jones,13,20.9,30.2,10.9,17.5
2017 UCLA,Lonzo Ball,Bryce Alford,Isaac Hamilton,TJ Leaf,Thomas Welsh,20.6,16.9,30.1,24.8,9.6
2019 Wofford,Storm Murphy,Nathan Hoover,Fletcher Magee,Keve Aluma,Cameron Jackson,17.7,14.7,30.1,22.9,7
2015 Notre Dame,Jerian Grant,Demetrius Jackson,Steve Vasturia,Pat Connaughton,Zach Auguste,21.2,17.4,30,25.1,10.1
2017 Baylor,Manu Lecomte,King McClure,Ishmail Wainright,Johnathan Motley,Jo Lual-Acuil Jr.,14,18,30,15.9,17.4
2023 Kansas,Dajuan Harris Jr.,Kevin McCullar Jr.,Gradey Dick,KJ Adams Jr.,Jalen Wilson,17.4,21.4,29.8,15.6,14.3
2024 North Carolina,Elliot Cadeau,RJ Davis,Cormac Ryan,Harrison Ingram,Armando Bacot,17.2,19.7,29.8,17,13.8
2021 Texas Tech,Mac McClung,Kyler Edwards,Terrence Shannon Jr.,Kevin McCullar,Marcus Santos-Silva,15.4,19,29.7,16.4,11.1
2024 Clemson,Chase Hunter,Joseph Girard III,Jack Clark,Ian Schieffelin,PJ Hall,17.2,16,29.6,20.1,12.6
2020 San Diego St.,Malachi Flynn,KJ Feagin,Jordan Schakel,Matt Mitchell,Yanni Wetzell,16.1,19.4,29.5,17.5,12.4
2018 Gonzaga,Josh Perkins,Silas Melson,Zach Norvell Jr.,Killian Tillie,Johnathan Williams,15.9,17.7,29.5,17.6,14.6
2016 Maryland,Melo Trimble,Rasheed Sulaimon,Jake Layman,Robert Carter,Diamond Stone,17,17.8,29.4,19.3,11.2
2017 Oklahoma St.,Jawun Evans,"Phil Forte, III",Jeffrey Carroll,Leyton Hammonds,Mitchell Solomon,19.9,13.1,29.4,27.2,3.8
2020 West Virginia,Miles McBride,Sean McNeil,Emmitt Matthews Jr.,Jermaine Haley,Oscar Tshiebwe,10.8,15,29.4,13.7,14.6
2022 Iowa,Jordan Bohannon,Tony Perkins,Patrick McCaffery,Keegan Murray,Filip Rebraca,16.6,12.8,29.3,23.7,15.2
2017 Michigan,Derrick Walton Jr.,Muhammad-Ali Abdur-Rahkman,Zak Irvin,D.J. Wilson,Moritz Wagner,18.8,17.3,29.3,22.1,10.3
2018 Xavier,Quentin Goodin,J.P. Macura,Trevon Bluiett,Naji Marshall,Kerem Kanter,15.7,14.6,29.3,22.1,8.1
2022 Baylor,James Akinjo,Adam Flagler,Kendall Brown,Matthew Mayer,Flo Thamba,15.6,17.6,29,16.8,12.6
2017 Marquette,Markus Howard,Andrew Rowsey,Duane Wilson,Sam Hauser,Matt Heldt,15.2,9.7,29,27.3,4.8
2021 Virginia,Kihei Clark,Reece Beekman,Trey Murphy III,Sam Hauser,Jay Huff,17.4,18,29,17.7,17.2
2023 Marquette,Tyler Kolek,Stevie Mitchell,Kam Jones,Olivier-Maxence Prosper,Oso Ighodaro,17.4,16.5,28.9,19,12.4
2016 Gonzaga,Josh Perkins,Eric McClellan,Kyle Dranginis,Kyle Wiltjer,Domantas Sabonis,17.1,18.6,28.8,19,16.6
2021 Connecticut,R.J. Cole,James Bouknight,Tyrese Martin,Isaiah Whaley,Adama Sanogo,15.6,16.8,28.8,16.9,9.6
2015 Ohio St.,Shannon Scott,D'Angelo Russell,Jae'Sean Tate,Sam Thompson,Amir Williams,13.8,19.1,28.7,15.1,12.4
2023 Creighton,Ryan Nembhard,Trey Alexander,Baylor Scheierman,Arthur Kaluma,Ryan Kalkbrenner,17.7,19.9,28.7,16.1,12
2018 Michigan,Zavier Simpson,Muhammad-Ali Abdur-Rahkman,Charles Matthews,Duncan Robinson,Moritz Wagner,14.7,19.5,28.7,13.5,15.2
2015 Butler,Alexander Barlow,Kellen Dunham,Roosevelt Jones,Andrew Chrabascz,Kameron Woods,13.6,22.4,28.5,12.8,16.1
2024 Alabama,Mark Sears,Aaron Estrada,Rylan Griffen,Nick Pringle,Grant Nelson,19.1,13.8,28.5,23.7,6.6
2021 Loyola Chicago,Braden Norris,Keith Clemons,Lucas Williamson,Aher Uguak,Cameron Krutwig,13,18.5,28.4,12.3,14.4
2020 Creighton,Marcus Zegarowski,Ty-Shon Alexander,Mitch Ballock,Damien Jefferson,Christian Bishop,18.7,16.9,28.3,20.7,9.5
2024 Baylor,RayJ Dennis,Jayden Nunn,Ja'Kobe Walter,Jalen Bridges,Yves Missi,19.2,16.1,28.3,21.4,12.2
2019 Wisconsin,D'Mitrik Trice,Brad Davison,Khalil Iverson,Nate Reuvers,Ethan Happ,13.4,20.6,28.2,9.6,15.7
2024 BYU,Dallin Hall,Spencer Johnson,Richie Saunders,Jaxson Robinson,Fousseyni Traore,14.7,14.3,28.2,19.8,10.9
2016 Seton Hall,Isaiah Whitehead,Khadeen Carrington,Desi Rodriguez,Ismael Sanogo,Angel Delgado,13.3,19.8,28.1,13.9,10.1
2017 Iowa St.,Monte Morris,Nazareth Mitrou-Long,Matt Thomas,Deonte Burton,Solomon Young,17.5,18,28.1,18.5,8.4
2020 Michigan St.,Cassius Winston,Rocket Watts,Aaron Henry,Malik Hall,Xavier Tillman,15.3,17.9,28.1,14.5,11.1
2021 San Diego St.,Terrell Gomez,Trey Pulliam,Jordan Schakel,Matt Mitchell,Nathan Mensah,13.9,16.9,28.1,15.7,14
2022 Arizona,Justin Kier,Bennedict Mathurin,Dalen Terry,Azuolas Tubelis,Christian Koloko,16.1,17.1,28.1,19.3,16
2021 Wisconsin,D'Mitrik Trice,Brad Davison,Jonathan Davis,Aleem Ford,Micah Potter,13.9,17,28,15.8,12
2017 Florida St.,Xavier Rathan-Mayes,Terance Mann,Dwayne Bacon,Jonathan Isaac,Christ Koumadje,12.9,15.1,27.9,15.4,14.4
2024 Nebraska,Keisei Tominaga,Brice Williams,Juwan Gary,Josiah Allick,Rienk Mast,15.5,16.6,27.9,18.5,9.4
2017 Dayton,Scoochie Smith,Kyle Davis,Charles Cooke,Kendall Pollard,Xeyrius Williams,14.6,17.3,27.9,15.9,11.2
2023 Saint Mary's,Logan Johnson,Aidan Mahaney,Alex Ducas,Kyle Bowen,Mitchell Saxen,16.3,22.3,27.9,13,11.4
2018 Wichita St.,Landry Shamet,Conner Frankamp,Zach Brown,Rashard Kelly,Shaquille Morris,14.9,12.9,27.8,21.2,8.1
2017 Notre Dame,Matt Farrell,Rex Pflueger,Steve Vasturia,V.J. Beachem,Bonzie Colson,18.1,18,27.8,19.2,11.7
2015 Davidson,Jack Gibbs,Brian Sullivan,Tyler Kalinoski,Jordan Barham,Peyton Aldridge,20.2,14.6,27.8,26.8,6.8
2015 Iowa St.,Monte Morris,Naz Long,Dustin Hogue,Georges Niang,Jameel McKay,17.3,17.4,27.7,19.2,11.8
2016 Purdue,P.J. Thompson,Rapheal Davis,Vince Edwards,Caleb Swanigan,A.J. Hammons,12.7,17.5,27.7,14.9,11.1
2023 TCU,Damion Baugh,Mike Miles Jr.,Chuck O'Bannon Jr.,Emanuel Miller,JaKobe Coles,13.9,17.1,27.7,16.6,11.9
2019 Virginia Tech,Nickeil Alexander-Walker,Wabissa Bede,Ahmed Hill,Ty Outlaw,Kerry Blackshear Jr.,16.3,19.3,27.7,15.4,14.7
2022 Texas Tech,Adonis Arms,Terrence Shannon Jr.,Kevin McCullar,Bryson Williams,Kevin Obanor,13.9,18.3,27.7,15.4,17.9
2023 Texas,Marcus Carr,Tyrese Hunter,Sir'Jabari Rice,Brock Cunningham,Christian Bishop,13,16.2,27.6,14.4,13.4
2022 Villanova,Collin Gillespie,Justin Moore,Caleb Daniels,Brandon Slater,Jermaine Samuels,19.3,18,27.6,18.3,9.6
2017 Wake Forest,Bryant Crawford,Keyshawn Woods,Austin Arians,Dinos Mitoglou,John Collins,18.3,13,27.4,26.5,3.2
2020 BYU,TJ Haws,Alex Barcello,Jake Toolson,Yoeli Childs,Kolby Lee,17.6,16.4,27.4,19.8,12
2024 Florida,Zyon Pullin,Walter Clayton Jr.,Will Richard,Tyrese Samuel,Micah Handlogten,17.3,14.4,27.4,21.2,9
2023 Gonzaga,Nolan Hickman,Rasir Bolton,Julian Strawther,Anton Watson,Drew Timme,18.5,15.6,27.3,21.5,7.7
2019 Buffalo,Davonta Jordan,Jayvon Graves,CJ Massinburg,Jeremy Harris,Montell McRae,12.8,15.9,27.3,16.5,11.8
2016 Connecticut,Sterling Gibbs,Rodney Purvis,Daniel Hamilton,Shonn Miller,Amida Brimah,14.4,18.4,27.2,13.5,14.5
2018 Tennessee,Jordan Bone,Lamonte Turner,Jordan Bowden,Admiral Schofield,Grant Williams,14,17.2,27.2,14.7,14
2018 Arkansas,Daryl Macon,Anton Beard,Jaylen Barford,Adrio Bailey,Daniel Gafford,19,14.4,27,24,9.3
2016 Arizona,Kadeem Allen,Gabe York,Allonzo Trier,Ryan Anderson,Kaleb Tarczewski,15.2,17.8,26.9,17,13.9
2018 Florida,Chris Chiozza,KeVaughn Allen,Jalen Hudson,Egor Koulechov,Kevarrius Hayes,14.4,16.9,26.9,15.1,15.3
2023 Arizona,Kerr Kriisa,Courtney Ramey,Cedric Henderson Jr.,Azuolas Tubelis,Oumar Ballo,16.3,16.8,26.9,18.5,12.9
2016 Oregon,Tyler Dorsey,Casey Benson,Elgin Cook,Dillon Brooks,Chris Boucher,18.3,17.2,26.8,19.4,11.6
2018 Arizona,Parker Jackson-Cartwright,Allonzo Trier,Rawle Alkins,Dusan Ristic,Deandre Ayton,20.2,16.6,26.7,21.1,8.1
2019 Iowa St.,Nick Weiler-Babb,Tyrese Haliburton,Marial Shayok,Talen Horton-Tucker,Michael Jacobson,17.7,18.2,26.7,18,8.4
2023 UCLA,Tyger Campbell,Amari Bailey,David Singleton,Jaime Jaquez Jr.,Kenneth Nwuba,13.8,18.9,26.7,11.1,18.3
2015 Northern Iowa,Deon Mitchell,Matt Bohannon,Jeremy Morgan,Marvin Singleton,Seth Tuttle,11.4,15.9,26.6,14.6,12.4
2023 Florida Atlantic,Bryan Greenlee,Nicholas Boyd,Alijah Martin,Johnell Davis,Vladislav Goldin,12.2,15.3,26.6,15.9,12.4
2020 Duke,Tre Jones,Jordan Goldwire,Cassius Stanley,Wendell Moore Jr.,Vernon Carey Jr.,14.3,17.7,26.5,14.6,9.4
2021 Oregon,Will Richardson,Chris Duarte,LJ Figueroa,Eric Williams Jr.,Eugene Omoruyi,19.9,18.4,26.4,20.2,8.1
2020 Florida,Andrew Nembhard,Noah Locke,Scottie Lewis,Keyontae Johnson,Kerry Blackshear Jr.,16.5,17.6,26.4,17,11.5
2022 UCLA,Tyger Campbell,Jules Bernard,Johnny Juzang,Jaime Jaquez Jr.,Cody Riley,16.7,17,26.3,17.3,12.2
2020 Oregon,Payton Pritchard,Anthony Mathis,Will Richardson,Chandler Lawson,Shakur Juiston,17.4,14.4,26.3,19.4,6.1
2015 SMU,Nic Moore,Ryan Manuel,Sterling Brown,Markus Kennedy,Yanick Moreira,13.4,16.6,26.2,16.8,11.7
2018 TCU,Alex Robinson,Desmond Bane,Kouat Noi,Kenrich Williams,Vladimir Brodziansky,17.3,15.1,26.2,20.7,8.2
2023 Xavier,Souley Boum,Adam Kunkel,Colby Jones,Jerome Hunter,Jack Nunge,18.6,15.9,26.2,20.2,7.9
2022 Duke,Jeremy Roach,Wendell Moore Jr.,AJ Griffin,Paolo Banchero,Mark Williams,18.8,16.7,26.2,25.5,13
2024 South Carolina,Meechie Johnson,Ta'Lon Cooper,Zachary Davis,Collin Murray-Boyles,B.J. Mack,14.6,14.8,26.2,17.6,10.7
2016 Texas A&M,Anthony Collins,Alex Caruso,Danuel House,Jalen Jones,Tyler Davis,13.1,18.2,26.1,13.5,14.4
2020 Florida St.,Trent Forrest,M.J. Walker,Devin Vassell,Patrick Williams,Malik Osborne,13,16,26.1,14.1,11.3
2019 Nevada,Jazz Johnson,Cody Martin,Caleb Martin,Jordan Caroline,Tre'Shawn Thurman,16.4,19.7,26,16.5,11.5
2023 Utah St.,Steven Ashworth,Max Shulga,Sean Bairstow,Taylor Funk,Dan Akin,18.3,16.6,26,19,10.1
2024 Saint Mary's,Augustas Marciulionis,Aidan Mahaney,Alex Ducas,Mason Forbes,Mitchell Saxen,14.6,18.3,26,13.6,10.1
2015 Iowa,Mike Gesell,Peter Jok,Jarrod Uthoff,Aaron White,Adam Woodbury,12.4,17,25.9,15,16.1
2015 Arkansas,Rashad Madden,Anton Beard,Michael Qualls,Alandise Harris,Bobby Portis,14.3,14.4,25.9,19.2,6.6
2022 LSU,Xavier Pinson,Eric Gaines,Brandon Murray,Tari Eason,Darius Days,13.2,20.2,25.9,12.9,18.7
2024 Wisconsin,Chucky Hepburn,Max Klesmit,AJ Storr,Tyler Wahl,Steven Crowl,17.4,16,25.9,17.9,8.5
2015 Kansas,Frank Mason,Wayne Selden Jr.,Kelly Oubre,Perry Ellis,Landen Lucas,12.3,17.1,25.8,13.5,14.3
2020 Ohio St.,CJ Walker,Luther Muhammad,Duane Washington Jr.,Andre Wesson,Kaleb Wesson,14,17.9,25.8,13.7,13.8
2024 Michigan St.,A.J. Hoggard,Tyson Walker,Jaden Akins,Malik Hall,Carson Cooper,13.2,17.8,25.8,12.5,15.2
2019 Cincinnati,Justin Jenifer,Jarron Cumberland,Keith Williams,Tre Scott,Nysier Brooks,14.8,17.1,25.8,14.3,11.4
2020 Villanova,Collin Gillespie,Justin Moore,Jermaine Samuels,Saddiq Bey,Jeremiah Robinson-Earl,17.7,19.5,25.8,15.6,14.5
2024 Colorado,KJ Simpson,J'Vonne Hadley,Luke O'Brien,Tristan da Silva,Eddie Lampkin Jr.,18.2,17.1,25.8,17,11.5
2016 Indiana,Yogi Ferrell,Nick Zeisloft,Collin Hartman,Troy Williams,Thomas Bryant,15.8,13.9,25.7,19.4,7.4
